81,Operadores de instalaciones industriales fijas y asimilados
811,Operadores en instalaciones de la extracción y explotación de minerales
8111,Operadores en instalaciones mineras
8112,Operadores en instalaciones para la preparación de minerales y rocas
8113,Sondistas y trabajadores asimilados
812,Operadores en instalaciones para la obtención y transformación de metales
8121,Operadores en hornos de minerales y en hornos de primera fusión de metales
8122,Operadores en hornos de segunda fusión, máquinas de colar y moldear metales; operadores de trenes de
8123,Operadores en instalaciones de tratamiento térmico de metales
8124,Operadores de máquinas trefiladoras y estiradoras de metales
813,Operadores en instalaciones para la obtención, transformación y manipulado del vidrio y la cerámica 
8131,Operadores de hornos de vidriería y cerámica y de máquinas similares
8139,Otros operadores en instalaciones para vidriería y cerámica
814,Operadores en instalaciones para el trabajo de la madera y la fabricación de papel
8141,Operadores de serrerías, de máquinas de contrachapado y en instalaciones conexas para el tratamiento
8142,Operadores en instalaciones para la fabricación de pasta de papel
8143,Operadores en instalaciones para la fabricación de papel
815,Operadores en plantas industriales químicas
8151,Operadores de máquinas quebrantadoras, trituradoras y mezcladoras de sustancias quimicas
8152,Operadores en instalaciones de tratamiento químico termico
8153,Operadores de equipos de filtración y separación de sustancias químicas
8154,Operadores de equipos de destilación y reacción química (excepto tratamiento del petroleo y gas natu
8155,Operadores de refinerías de petróleo y gas natural
8159,Otros operadores de instalaciones de tratamiento de productos químicos
816,Operadores en plantas para producción de energía y similares
8161,Operadores en instalaciones de producción de energía eléctrica
8162,Operadores de calderas y máquinas de vapor
8163,Operadores en instalaciones de incineración, de tratamiento de aguas y otros operadores en plantas s
817,Operadores de robots industriales
8170,Operadores de robots industriales
82,Encargado de operadores de máquinas fijas
821,Encargado de operadores de máquinas para trabajar metales
8210,Encargado de operadores de máquinas para trabajar metales
822,Encargado de operadores de máquinas para fabricar productos químicos
8220,Encargado de operadores de máquinas para fabricar productos químicos
823,Encargado de operadores de máquinas para fabricar productos de caucho y de material plástico
8230,Encargado de operadores de máquinas para fabricar productos de caucho y de material plástico
824,Encargado de operadores de máquinas para fabricar productos de madera
8240,Encargado de operadores de máquinas para fabricar productos de madera
825,Jefes de taller de imprenta, encuadernación y fabricación de productos de papel
8250,Jefes de taller de imprenta, encuadernación y fabricación de productos de papel
826,Encargado de operadores de máquinas para fabricar productos textiles y artículos de piel y cuero
8260,Encargado de operadores de máquinas para fabricar productos textiles y artículos de piel y cuero
827,Encargado de operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco
8270,Encargado de operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco
828,Encargado de montadores
8280,Encargado de montadores
83,Operadores de máquinas fijas
831,Operadores de máquinas para trabajar metales y otros productos minerales
8311,Operadores de máquinas-herramienta
8312,Operadores de maquinaria para fabricar productos derivados de minerales no metálicos
832,Operadores de máquinas para fabricar productos químicos
8321,Operadores de máquinas para fabricar productos farmacéuticos y cosméticos
8322,Operadores de máquinas para fabricar municiones y explosivos
8323,Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales
8324,Operadores de máquinas para fabricar accesorios fotográficos
8329,Otros operadores de máquinas para fabricar productos químicos
833,Operadores de máquinas para fabricar productos de caucho y plástico
8331,Operadores de máquinas para fabricar productos de caucho
8332,Operadores de máquinas para fabricar productos de materias plásticas
834,Operadores de máquinas para fabricar productos de madera
8340,Operadores de máquinas para fabricar productos de madera
835,Operadores de máquinas para imprimir, encuadernar y para fabricar productos de papel y cartón
8351,Operadores de máquinas para imprimir
8352,Operadores de máquinas para encuadernar
8353,Operadores de máquinas para fabricar productos de papel y carton
836,Operadores de máquinas para fabricar productos textiles artículos de piel y de cuero
8361,Operadores de máquinas de preparar fibras, hilar y devanar
8362,Operadores de telares y otras máquinas tejedoras
8363,Operadores de máquinas de coser y bordar
8364,Operadores de maquinas para blanquear, teñir, limpiar y tintar
8365,Operadores de máquinas para tratar pieles y cuero
8366,Operadores de máquinas para la fabricación del calzado
8369,Otros operadores de máquinas para fabricar productos textiles y artículos de piel y cuero
837,Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco
8371,Operadores de máquinas para elaborar productos derivados de carne, pescado y marisco
8372,Operadores de máquinas para tratar la leche y elaborar producto lácteos y de heladería
8373,Operadores de máquinas para molturar cereales y especias
8374,Operadores de máquinas para elaborar productos de panadería, reposteria, artículos de chocolate y pr
8375,Operadores de máquinas para elaborar productos derivados de frutas, verduras y frutos secos
8376,Operadores de máquinas para refinar y fabricar azúcar
8377,Operadores de máquinas para elaborar té, café y cacao
8378,Operadores de máquinas para elaborar bebidas alcohólicas y no alcohólicas, excepto jugos de frutas
8379,Operadores de máquinas para elaborar productos del tabaco
84,Montadores y emsambladores
841,Montadores y ensambladores
8411,Montadores de maquinaria mecánica
8412,Montadores de maquinaria eléctrica
8413,Montadores de equipos electrónicos
8414,Ensambladores de productos metálicos, de caucho y de plástico
8415,Montadores ensambladores de productos de madera y de materiales similares
8416,Montadores de productos de cartón, textiles y materiales similares
8417,Montadores ensambladores de productos mixtos
849,Otros montadores y ensambladores
8490,Otros montadores y ensambladores
R,Conductores y operadores de maquinaria móvil
85,Maquinista de locomotora, operador de maquinaria agrícola y de equipos pesados móviles, y marineros
851,Maquinistas de locomotoras y asimilados
8511,Maquinistas de locomotoras
8512,Agentes de maniobras ferroviarias
852,Encargado de operadores de maquinaria de movimiento de tierras y de materiales
8520,Encargado de operadores de maquinaria de movimiento de tierras y de materiales
853,Operadores de maquinaria agrícola móvil
8530,Operadores de maquinaria agrícola móvil
854,Operadores de otras máquinas móviles
8541,Conductores de maquinaria de movimientos de tierras y equipos similares
8542,Operadores de grúas, camiones montacargas y de maquinaria similar de movimiento de materiales
8543,Operadores de carretillas elevadoras
855,Marineros de cubierta de barco y asimilados
8550,Marineros de cubierta de barco y asimilados
86,Conductores de vehículos para el transporte urbano o por carretera
861,Taxistas y conductores de automóviles y furgonetas
8610,Taxistas y conductores de automóviles y furgonetas
862,Conductores de autobuses
8620,Conductores de autobuses
863,Conductores de camiones
8630,Conductores de camiones
864,Conductores de motocicletas y ciclomotores
8640,Conductores de motocicletas y ciclomotores
9,Trabajadores no cualificados
S,Trabajadores no cualificados en servicios (excepto transportes)
90,Trabajadores no cualificados en el comercio
900,Vendedores ambulantes y asimilados
9001,Vendedores ambulantes
9002,Vendedores a domicilio y por teléfono
91,Empleados domésticos y otro personal de limpieza de interior de edificios
911,Empleados del hogar
9110,Empleados del hogar
912,Personal de limpieza de oficinas, hoteles y otros trabajadores asimilados
9121,Personal de limpieza de oficinas, hoteles (camareras de piso) y otros establecimientos similares
9122,Lavanderos, planchadores y asimilados
92,Conserje de edificios, limpiacristales y vigilantes
921,Conserjes de edificios, limpiacristales y asimilados
9211,Conserjes de edificios
9212,Limpiacristales, lavacoches y asimilados
922,Vigilantes, guardianes y asimilados
9220,Vigilantes, guardianes y asimilados
93,Otros trabajadores no cualificados en otros servicios
931,Limpiabotas y otros trabajadores de oficios callejeros
9310,Limpiabotas y otros trabajadores de oficios callejeros
932,Ordenanzas
9320,Ordenanzas
933,Mozos de equipaje y asimilados
9330,Mozos de equipaje y asimilados
934,Lectores de contadores (agua...) y recolectores de dinero de máquinas expendedoras
9340,Lectores de contadores (agua...) y recolectores de dinero de maquinas expendedoras
935,Recogedores de basura y obreros asimilados
9351,Recogedores de basura
9352,Barrenderos y asimilados
T,Peones de la agricultura, pesca, construccion, industrias manufactureras y transportes
94,Peones agropecuarios y de la pesca
941,Peones agrícolas
9410,Peones agrícolas
942,Peones ganaderos
9420,Peones ganaderos
943,Peones agropecuarios
9430,Peones agropecuarios
944,Peones forestales
9440,Peones forestales
945,Peones de la pesca
9450,Peones de la pesca
95,Peones de la minería
950,Peones de la minería
9500,Peones de la minería
96,Peones de la construcción
960,Peones de la construcción
9601,Peones de obras públicas y mantenimiento de carreteras, presas y construcciones similares
9602,Peones de la construcción de edificios
97,Peones de las industrias manufactureras
970,Peones de industrias manufactureras
9700,Peones de industrias manufactureras
98,Peones del transporte y descargadores
980,Peones del transporte y descargadores
9800,Peones del transporte y descargadores
